date,country,hs_code,commodity,critical,import_value_usd_m,export_value_usd_m,year,month,import_volume_teu,export_volume_teu
2026-03-01,DEMOCRATIC REPUBLIC OF THE CONGO,2709,Crude Petroleum Oils,True,33.611,0.0,2026,3,37.0,0.0
2026-03-01,DENMARK,2709,Crude Petroleum Oils,True,0.0,73.94835,2026,3,0.0,81.3
2026-03-01,DOMINICAN REPUBLIC,2709,Crude Petroleum Oils,True,0.0,93.965564,2026,3,0.0,103.4
2026-03-01,ECUADOR,2709,Crude Petroleum Oils,True,273.991858,0.0,2026,3,301.4,0.0
2026-03-01,EURO AREA,2709,Crude Petroleum Oils,True,0.0,3680.299667,2026,3,0.0,4048.3
2026-03-01,EUROPE,2709,Crude Petroleum Oils,True,138.068771,4572.783363,2026,3,151.9,5030.1
2026-03-01,EUROPEAN UNION,2709,Crude Petroleum Oils,True,0.0,3969.293831,2026,3,0.0,4366.2
2026-03-01,FINLAND,2709,Crude Petroleum Oils,True,0.0,65.089845,2026,3,0.0,71.6
2026-03-01,FRANCE,2709,Crude Petroleum Oils,True,0.0,402.048646,2026,3,0.0,442.3
2026-03-01,GABON,2709,Crude Petroleum Oils,True,29.524251,0.0,2026,3,32.5,0.0
2026-03-01,GERMANY,2709,Crude Petroleum Oils,True,0.0,255.297737,2026,3,0.0,280.8
2026-03-01,GHANA,2709,Crude Petroleum Oils,True,230.746469,0.0,2026,3,253.8,0.0
2026-03-01,GUYANA,2709,Crude Petroleum Oils,True,499.213729,0.0,2026,3,549.1,0.0
2026-03-01,INDIA,2709,Crude Petroleum Oils,True,0.1686,413.811014,2026,3,0.2,455.2
2026-03-01,IRAQ,2709,Crude Petroleum Oils,True,362.458456,0.0,2026,3,398.7,0.0
2026-03-01,IRELAND,2709,Crude Petroleum Oils,True,0.0,57.49044,2026,3,0.0,63.2
2026-03-01,ISRAEL,2709,Crude Petroleum Oils,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ITALY,2709,Crude Petroleum Oils,True,0.0,295.596616,2026,3,0.0,325.2
2026-03-01,JAPAN,2709,Crude Petroleum Oils,True,0.0,872.837919,2026,3,0.0,960.1
2026-03-01,KUWAIT,2709,Crude Petroleum Oils,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,LAFTA,2709,Crude Petroleum Oils,True,2676.780951,408.72954,2026,3,2944.5,449.6
2026-03-01,LIBYA,2709,Crude Petroleum Oils,True,112.005219,0.0,2026,3,123.2,0.0
2026-03-01,MALAYSIA,2709,Crude Petroleum Oils,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,MEXICO,2709,Crude Petroleum Oils,True,714.475427,0.0,2026,3,785.9,0.0
2026-03-01,NATO,2709,Crude Petroleum Oils,True,7214.977426,5444.760697,2026,3,7936.5,5989.2
2026-03-01,NETHERLANDS,2709,Crude Petroleum Oils,True,0.0,2327.934949,2026,3,0.0,2560.7
2026-03-01,NICARAGUA,2709,Crude Petroleum Oils,True,0.0,21.137645,2026,3,0.0,23.3
2026-03-01,NIGERIA,2709,Crude Petroleum Oils,True,111.424333,163.67813,2026,3,122.6,180.0
2026-03-01,NORTH AMERICA,2709,Crude Petroleum Oils,True,7791.384082,929.467774,2026,3,8570.5,1022.4
2026-03-01,NORWAY,2709,Crude Petroleum Oils,True,1.262306,122.75017,2026,3,1.4,135.0
2026-03-01,OECD,2709,Crude Petroleum Oils,True,8285.620048,8625.232752,2026,3,9114.2,9487.8
2026-03-01,PACIFIC RIM COUNTRIES,2709,Crude Petroleum Oils,True,0.0,3585.313954,2026,3,0.0,3943.8
2026-03-01,PAKISTAN,2709,Crude Petroleum Oils,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,PERU,2709,Crude Petroleum Oils,True,0.0,39.96492,2026,3,0.0,44.0
2026-03-01,SAUDI ARABIA,2709,Crude Petroleum Oils,True,1138.184135,0.0,2026,3,1252.0,0.0
2026-03-01,SINGAPORE,2709,Crude Petroleum Oils,True,0.0,93.24071,2026,3,0.0,102.6
2026-03-01,SOUTH AMERICA,2709,Crude Petroleum Oils,True,2461.519253,408.72954,2026,3,2707.7,449.6
2026-03-01,SPAIN,2709,Crude Petroleum Oils,True,0.0,276.841434,2026,3,0.0,304.5
2026-03-01,SWEDEN,2709,Crude Petroleum Oils,True,0.0,215.045814,2026,3,0.0,236.6
2026-03-01,South Korea,2709,Crude Petroleum Oils,True,0.0,1978.536091,2026,3,0.0,2176.4
2026-03-01,TAIWAN,2709,Crude Petroleum Oils,True,0.0,566.945033,2026,3,0.0,623.6
2026-03-01,THAILAND,2709,Crude Petroleum Oils,True,0.0,522.40431,2026,3,0.0,574.6
2026-03-01,TOTAL FOR ALL COUNTRIES,2709,Crude Petroleum Oils,True,12459.877465,10711.291294,2026,3,13705.9,11782.4
2026-03-01,TRINIDAD AND TOBAGO,2709,Crude Petroleum Oils,True,34.666591,0.0,2026,3,38.1,0.0
2026-03-01,TWENTY LATIN AMERICAN REPUBLICS,2709,Crude Petroleum Oils,True,2676.780951,523.832749,2026,3,2944.5,576.2
2026-03-01,UNITED KINGDOM,2709,Crude Petroleum Oils,True,136.806465,480.739362,2026,3,150.5,528.8
2026-03-01,URUGUAY,2709,Crude Petroleum Oils,True,0.0,65.416369,2026,3,0.0,72.0
2026-03-01,USMCA (NAFTA),2709,Crude Petroleum Oils,True,7791.384082,929.467774,2026,3,8570.5,1022.4
2026-03-01,VENEZUELA,2709,Crude Petroleum Oils,True,857.623129,0.0,2026,3,943.4,0.0
2026-03-01,VIETNAM,2709,Crude Petroleum Oils,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,AFRICA,2711,Petroleum Gases,True,7.822529,573.524432,2026,3,8.6,630.9
2026-03-01,ALBANIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ALGERIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ANGOLA,2711,Petroleum Gases,True,0.0,0.002789,2026,3,0.0,0.0
2026-03-01,ANGUILLA,2711,Petroleum Gases,True,0.0,0.06258,2026,3,0.0,0.1
2026-03-01,ANTIGUA AND BARBUDA,2711,Petroleum Gases,True,0.0,0.021135,2026,3,0.0,0.0
2026-03-01,APEC,2711,Petroleum Gases,True,1329.810479,3245.675925,2026,3,1462.8,3570.2
2026-03-01,ARGENTINA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ARUBA,2711,Petroleum Gases,True,0.0,0.476112,2026,3,0.0,0.5
2026-03-01,ASEAN,2711,Petroleum Gases,True,0.041051,319.379602,2026,3,0.0,351.3
2026-03-01,ASIA,2711,Petroleum Gases,True,2.240835,2571.024791,2026,3,2.5,2828.1
2026-03-01,AUSTRALIA,2711,Petroleum Gases,True,0.0,0.062285,2026,3,0.0,0.1
2026-03-01,AUSTRALIA AND OCEANIA,2711,Petroleum Gases,True,0.0,0.062285,2026,3,0.0,0.1
2026-03-01,AUSTRIA,2711,Petroleum Gases,True,0.0,0.00252,2026,3,0.0,0.0
2026-03-01,BAHAMAS,2711,Petroleum Gases,True,0.0,2.740512,2026,3,0.0,3.0
2026-03-01,BANGLADESH,2711,Petroleum Gases,True,0.0,68.00104,2026,3,0.0,74.8
2026-03-01,BARBADOS,2711,Petroleum Gases,True,0.0,0.931893,2026,3,0.0,1.0
2026-03-01,BELGIUM,2711,Petroleum Gases,True,0.0,105.932667,2026,3,0.0,116.5
2026-03-01,BELIZE,2711,Petroleum Gases,True,0.0,1.854403,2026,3,0.0,2.0
2026-03-01,BOLIVIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,BRAZIL,2711,Petroleum Gases,True,0.0,84.650109,2026,3,0.0,93.1
2026-03-01,BRITISH VIRGIN ISLANDS,2711,Petroleum Gases,True,0.0,0.058614,2026,3,0.0,0.1
2026-03-01,CACM,2711,Petroleum Gases,True,0.0,98.759374,2026,3,0.0,108.6
2026-03-01,CAFTA-DR,2711,Petroleum Gases,True,0.0,189.868085,2026,3,0.0,208.9
2026-03-01,CAMEROON,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,CANADA,2711,Petroleum Gases,True,1312.713397,479.919715,2026,3,1444.0,527.9
2026-03-01,CAYMAN ISLANDS,2711,Petroleum Gases,True,0.0,0.875398,2026,3,0.0,1.0
2026-03-01,CENTRAL AMERICA,2711,Petroleum Gases,True,23.912512,227.573901,2026,3,26.3,250.3
2026-03-01,CHAD,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,CHILE,2711,Petroleum Gases,True,0.0,72.470851,2026,3,0.0,79.7
2026-03-01,CHINA,2711,Petroleum Gases,True,0.209536,220.642988,2026,3,0.2,242.7
2026-03-01,COLOMBIA,2711,Petroleum Gases,True,0.0,33.984024,2026,3,0.0,37.4
2026-03-01,CONGO,2711,Petroleum Gases,True,0.0,0.200474,2026,3,0.0,0.2
2026-03-01,COSTA RICA,2711,Petroleum Gases,True,0.0,3.102618,2026,3,0.0,3.4
2026-03-01,COTE D'IVOIRE,2711,Petroleum Gases,True,0.0,9.689946,2026,3,0.0,10.7
2026-03-01,CROATIA,2711,Petroleum Gases,True,0.0,20.792606,2026,3,0.0,22.9
2026-03-01,CZECH REPUBLIC,2711,Petroleum Gases,True,0.0,0.015853,2026,3,0.0,0.0
2026-03-01,DOMINICAN REPUBLIC,2711,Petroleum Gases,True,0.0,91.108711,2026,3,0.0,100.2
2026-03-01,ECUADOR,2711,Petroleum Gases,True,0.0,48.504528,2026,3,0.0,53.4
2026-03-01,EGYPT,2711,Petroleum Gases,True,0.0,463.387513,2026,3,0.0,509.7
2026-03-01,EL SALVADOR,2711,Petroleum Gases,True,0.0,59.792134,2026,3,0.0,65.8
2026-03-01,EQUATORIAL GUINEA,2711,Petroleum Gases,True,7.822529,0.0,2026,3,8.6,0.0
2026-03-01,EURO AREA,2711,Petroleum Gases,True,0.39892,2518.180792,2026,3,0.4,2770.0
2026-03-01,EUROPE,2711,Petroleum Gases,True,0.548031,3117.199714,2026,3,0.6,3428.9
2026-03-01,EUROPEAN UNION,2711,Petroleum Gases,True,0.414504,2664.587586,2026,3,0.5,2931.0
2026-03-01,FINLAND,2711,Petroleum Gases,True,0.0,24.237448,2026,3,0.0,26.7
2026-03-01,FRANCE,2711,Petroleum Gases,True,0.217352,501.720763,2026,3,0.2,551.9
2026-03-01,GABON,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GERMANY,2711,Petroleum Gases,True,0.018884,398.621566,2026,3,0.0,438.5
2026-03-01,GHANA,2711,Petroleum Gases,True,0.0,5.978587,2026,3,0.0,6.6
2026-03-01,GIBRALTAR,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GREECE,2711,Petroleum Gases,True,0.0,63.472537,2026,3,0.0,69.8
2026-03-01,GUATEMALA,2711,Petroleum Gases,True,0.0,12.456138,2026,3,0.0,13.7
2026-03-01,GUYANA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,HAITI,2711,Petroleum Gases,True,0.0,1.808636,2026,3,0.0,2.0
2026-03-01,HONDURAS,2711,Petroleum Gases,True,0.0,23.408484,2026,3,0.0,25.7
2026-03-01,HONG KONG,2711,Petroleum Gases,True,0.0,0.029993,2026,3,0.0,0.0
2026-03-01,INDIA,2711,Petroleum Gases,True,0.0,476.314836,2026,3,0.0,523.9
2026-03-01,INDONESIA,2711,Petroleum Gases,True,0.041051,143.578496,2026,3,0.0,157.9
2026-03-01,IRAQ,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,IRELAND,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ISRAEL,2711,Petroleum Gases,True,0.0,0.068517,2026,3,0.0,0.1
2026-03-01,ITALY,2711,Petroleum Gases,True,0.157396,338.822484,2026,3,0.2,372.7
2026-03-01,JAMAICA,2711,Petroleum Gases,True,0.0,16.668997,2026,3,0.0,18.3
2026-03-01,JAPAN,2711,Petroleum Gases,True,0.0,701.765656,2026,3,0.0,771.9
2026-03-01,JORDAN,2711,Petroleum Gases,True,0.0,31.41991,2026,3,0.0,34.6
2026-03-01,KENYA,2711,Petroleum Gases,True,0.0,24.085547,2026,3,0.0,26.5
2026-03-01,LAFTA,2711,Petroleum Gases,True,17.696965,937.612098,2026,3,19.5,1031.4
2026-03-01,LATVIA,2711,Petroleum Gases,True,0.0,9.356,2026,3,0.0,10.3
2026-03-01,LIBYA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,LITHUANIA,2711,Petroleum Gases,True,0.0,40.0,2026,3,0.0,44.0
2026-03-01,MALAYSIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,MALDIVES,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,MEXICO,2711,Petroleum Gases,True,14.994713,667.53635,2026,3,16.5,734.3
2026-03-01,MOROCCO,2711,Petroleum Gases,True,0.0,52.598307,2026,3,0.0,57.9
2026-03-01,NATO,2711,Petroleum Gases,True,1313.261428,3597.099983,2026,3,1444.6,3956.8
2026-03-01,NETHERLANDS,2711,Petroleum Gases,True,0.0,530.427661,2026,3,0.0,583.5
2026-03-01,NIGERIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,NORTH AMERICA,2711,Petroleum Gases,True,1327.70811,1147.456065,2026,3,1460.5,1262.2
2026-03-01,NORWAY,2711,Petroleum Gases,True,0.0,4.006562,2026,3,0.0,4.4
2026-03-01,OECD,2711,Petroleum Gases,True,1330.107923,5534.154966,2026,3,1463.1,6087.6
2026-03-01,OMAN,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,PACIFIC RIM COUNTRIES,2711,Petroleum Gases,True,2.102369,1878.162045,2026,3,2.3,2066.0
2026-03-01,PANAMA,2711,Petroleum Gases,True,0.0,11.999852,2026,3,0.0,13.2
2026-03-01,PERU,2711,Petroleum Gases,True,0.0,30.466236,2026,3,0.0,33.5
2026-03-01,PHILIPPINES,2711,Petroleum Gases,True,0.0,9.2901,2026,3,0.0,10.2
2026-03-01,POLAND,2711,Petroleum Gases,True,0.0,84.358862,2026,3,0.0,92.8
2026-03-01,PORTUGAL,2711,Petroleum Gases,True,0.0,79.766513,2026,3,0.0,87.7
2026-03-01,ROMANIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,SAUDI ARABIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,SENEGAL,2711,Petroleum Gases,True,0.0,11.734612,2026,3,0.0,12.9
2026-03-01,SINGAPORE,2711,Petroleum Gases,True,0.0,49.390278,2026,3,0.0,54.3
2026-03-01,SINT MAARTEN,2711,Petroleum Gases,True,0.0,0.130232,2026,3,0.0,0.1
2026-03-01,SLOVENIA,2711,Petroleum Gases,True,0.005288,0.0,2026,3,0.0,0.0
2026-03-01,SOUTH AFRICA,2711,Petroleum Gases,True,0.0,2.33437,2026,3,0.0,2.6
2026-03-01,SOUTH AMERICA,2711,Petroleum Gases,True,2.702252,270.075748,2026,3,3.0,297.1
2026-03-01,SPAIN,2711,Petroleum Gases,True,0.0,405.028027,2026,3,0.0,445.5
2026-03-01,SWEDEN,2711,Petroleum Gases,True,0.015584,62.032079,2026,3,0.0,68.2
2026-03-01,SWITZERLAND,2711,Petroleum Gases,True,0.0,0.016926,2026,3,0.0,0.0
2026-03-01,South Korea,2711,Petroleum Gases,True,1.851782,478.837842,2026,3,2.0,526.7
2026-03-01,TAIWAN,2711,Petroleum Gases,True,0.0,274.564407,2026,3,0.0,302.0
2026-03-01,TANZANIA,2711,Petroleum Gases,True,0.0,3.512287,2026,3,0.0,3.9
2026-03-01,THAILAND,2711,Petroleum Gases,True,0.0,96.790036,2026,3,0.0,106.5
2026-03-01,TOGO,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,TOTAL FOR ALL COUNTRIES,2711,Petroleum Gases,True,1364.934269,7906.916936,2026,3,1501.4,8697.6
2026-03-01,TRINIDAD AND TOBAGO,2711,Petroleum Gases,True,23.912512,0.0,2026,3,26.3,0.0
2026-03-01,TUNISIA,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,TURKEY,2711,Petroleum Gases,True,0.0,177.666784,2026,3,0.0,195.4
2026-03-01,TURKS AND CAICOS ISLANDS,2711,Petroleum Gases,True,0.0,0.077452,2026,3,0.0,0.1
2026-03-01,TWENTY LATIN AMERICAN REPUBLICS,2711,Petroleum Gases,True,17.696965,1141.288671,2026,3,19.5,1255.4
2026-03-01,UNITED ARAB EMIRATES,2711,Petroleum Gases,True,0.138466,0.0,2026,3,0.2,0.0
2026-03-01,UNITED KINGDOM,2711,Petroleum Gases,True,0.133527,270.921856,2026,3,0.1,298.0
2026-03-01,URUGUAY,2711,Petroleum Gases,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,USMCA (NAFTA),2711,Petroleum Gases,True,1327.70811,1147.456065,2026,3,1460.5,1262.2
2026-03-01,VENEZUELA,2711,Petroleum Gases,True,2.702252,0.0,2026,3,3.0,0.0
2026-03-01,VIETNAM,2711,Petroleum Gases,True,0.0,20.330692,2026,3,0.0,22.4
2026-03-01,AFGHANISTAN,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,AFRICA,3004,Medicaments Packaged,True,0.436009,13.204664,2026,3,0.5,14.5
2026-03-01,ALBANIA,3004,Medicaments Packaged,True,0.0,0.016089,2026,3,0.0,0.0
2026-03-01,ALGERIA,3004,Medicaments Packaged,True,0.0,1.818135,2026,3,0.0,2.0
2026-03-01,ANDORRA,3004,Medicaments Packaged,True,0.0,0.048553,2026,3,0.0,0.1
2026-03-01,ANGUILLA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,ANTIGUA AND BARBUDA,3004,Medicaments Packaged,True,0.0,0.05981,2026,3,0.0,0.1
2026-03-01,APEC,3004,Medicaments Packaged,True,1080.663179,1138.754481,2026,3,1188.7,1252.6
2026-03-01,ARGENTINA,3004,Medicaments Packaged,True,0.473408,19.620242,2026,3,0.5,21.6
2026-03-01,ARMENIA,3004,Medicaments Packaged,True,0.0,0.019728,2026,3,0.0,0.0
2026-03-01,ARUBA,3004,Medicaments Packaged,True,0.0,0.073103,2026,3,0.0,0.1
2026-03-01,ASEAN,3004,Medicaments Packaged,True,327.654175,59.692166,2026,3,360.4,65.7
2026-03-01,ASIA,3004,Medicaments Packaged,True,1806.311309,709.875746,2026,3,1986.9,780.9
2026-03-01,AUSTRALIA,3004,Medicaments Packaged,True,7.575142,101.413924,2026,3,8.3,111.6
2026-03-01,AUSTRALIA AND OCEANIA,3004,Medicaments Packaged,True,8.343174,105.696911,2026,3,9.2,116.3
2026-03-01,AUSTRIA,3004,Medicaments Packaged,True,39.299838,0.071772,2026,3,43.2,0.1
2026-03-01,AZERBAIJAN,3004,Medicaments Packaged,True,0.0,0.031985,2026,3,0.0,0.0
2026-03-01,BAHAMAS,3004,Medicaments Packaged,True,0.0,0.605121,2026,3,0.0,0.7
2026-03-01,BAHRAIN,3004,Medicaments Packaged,True,0.0,0.272213,2026,3,0.0,0.3
2026-03-01,BANGLADESH,3004,Medicaments Packaged,True,1.971517,0.290588,2026,3,2.2,0.3
2026-03-01,BARBADOS,3004,Medicaments Packaged,True,0.0,0.400186,2026,3,0.0,0.4
2026-03-01,BELGIUM,3004,Medicaments Packaged,True,81.368297,172.273641,2026,3,89.5,189.5
2026-03-01,BELIZE,3004,Medicaments Packaged,True,0.0,0.956517,2026,3,0.0,1.1
2026-03-01,BERMUDA,3004,Medicaments Packaged,True,0.0,0.24361,2026,3,0.0,0.3
2026-03-01,BOLIVIA,3004,Medicaments Packaged,True,0.0,0.054974,2026,3,0.0,0.1
2026-03-01,BOSNIA AND HERZEGOVINA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,BOTSWANA,3004,Medicaments Packaged,True,0.0,0.00793,2026,3,0.0,0.0
2026-03-01,BRAZIL,3004,Medicaments Packaged,True,6.03829,408.207688,2026,3,6.6,449.0
2026-03-01,BRITISH VIRGIN ISLANDS,3004,Medicaments Packaged,True,0.0,0.024551,2026,3,0.0,0.0
2026-03-01,BRUNEI,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,BULGARIA,3004,Medicaments Packaged,True,0.186256,0.24962,2026,3,0.2,0.3
2026-03-01,BURMA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,CACM,3004,Medicaments Packaged,True,1.817109,3.059024,2026,3,2.0,3.4
2026-03-01,CAFTA-DR,3004,Medicaments Packaged,True,1.817109,5.308439,2026,3,2.0,5.8
2026-03-01,CAMBODIA,3004,Medicaments Packaged,True,0.0,0.045,2026,3,0.0,0.0
2026-03-01,CANADA,3004,Medicaments Packaged,True,321.294767,326.16503,2026,3,353.4,358.8
2026-03-01,CAYMAN ISLANDS,3004,Medicaments Packaged,True,0.0,0.445638,2026,3,0.0,0.5
2026-03-01,CENTRAL AFRICAN REPUBLIC,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,CENTRAL AMERICA,3004,Medicaments Packaged,True,1.817109,23.173051,2026,3,2.0,25.5
2026-03-01,CHAD,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,CHILE,3004,Medicaments Packaged,True,0.0,7.419211,2026,3,0.0,8.2
2026-03-01,CHINA,3004,Medicaments Packaged,True,267.133289,151.395449,2026,3,293.8,166.5
2026-03-01,CHRISTMAS ISLAND,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,COLOMBIA,3004,Medicaments Packaged,True,0.320526,32.150278,2026,3,0.4,35.4
2026-03-01,CONGO,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,COSTA RICA,3004,Medicaments Packaged,True,0.00648,0.893175,2026,3,0.0,1.0
2026-03-01,CROATIA,3004,Medicaments Packaged,True,16.220433,0.164435,2026,3,17.8,0.2
2026-03-01,CURACAO,3004,Medicaments Packaged,True,0.0,0.029316,2026,3,0.0,0.0
2026-03-01,CYPRUS,3004,Medicaments Packaged,True,0.0,0.135841,2026,3,0.0,0.1
2026-03-01,CZECH REPUBLIC,3004,Medicaments Packaged,True,24.482356,19.854942,2026,3,26.9,21.8
2026-03-01,DENMARK,3004,Medicaments Packaged,True,38.518668,5.926959,2026,3,42.4,6.5
2026-03-01,DOMINICA,3004,Medicaments Packaged,True,0.0,0.059672,2026,3,0.0,0.1
2026-03-01,DOMINICAN REPUBLIC,3004,Medicaments Packaged,True,0.0,2.249415,2026,3,0.0,2.5
2026-03-01,ECUADOR,3004,Medicaments Packaged,True,0.0,0.848928,2026,3,0.0,0.9
2026-03-01,EGYPT,3004,Medicaments Packaged,True,0.0,1.102208,2026,3,0.0,1.2
2026-03-01,EL SALVADOR,3004,Medicaments Packaged,True,0.971663,0.242881,2026,3,1.1,0.3
2026-03-01,ESTONIA,3004,Medicaments Packaged,True,0.0,0.008443,2026,3,0.0,0.0
2026-03-01,ETHIOPIA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,EURO AREA,3004,Medicaments Packaged,True,2487.588438,935.221651,2026,3,2736.3,1028.7
2026-03-01,EUROPE,3004,Medicaments Packaged,True,3954.672943,1213.253889,2026,3,4350.1,1334.6
2026-03-01,EUROPEAN UNION,3004,Medicaments Packaged,True,2835.699614,969.603069,2026,3,3119.3,1066.6
2026-03-01,FINLAND,3004,Medicaments Packaged,True,214.463432,0.456095,2026,3,235.9,0.5
2026-03-01,FRANCE,3004,Medicaments Packaged,True,497.567268,24.221012,2026,3,547.3,26.6
2026-03-01,GABON,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GAMBIA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GEORGIA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GERMANY,3004,Medicaments Packaged,True,238.513791,392.081413,2026,3,262.4,431.3
2026-03-01,GHANA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GREECE,3004,Medicaments Packaged,True,1.115145,3.092418,2026,3,1.2,3.4
2026-03-01,GRENADA,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
2026-03-01,GUATEMALA,3004,Medicaments Packaged,True,0.006185,0.561735,2026,3,0.0,0.6
2026-03-01,GUYANA,3004,Medicaments Packaged,True,0.0,0.0185,2026,3,0.0,0.0
2026-03-01,HAITI,3004,Medicaments Packaged,True,0.0,0.005973,2026,3,0.0,0.0
2026-03-01,HONDURAS,3004,Medicaments Packaged,True,0.832781,1.310934,2026,3,0.9,1.4
2026-03-01,HONG KONG,3004,Medicaments Packaged,True,0.183564,7.456151,2026,3,0.2,8.2
2026-03-01,HUNGARY,3004,Medicaments Packaged,True,248.310786,1.020506,2026,3,273.1,1.1
2026-03-01,ICELAND,3004,Medicaments Packaged,True,0.0,0.140473,2026,3,0.0,0.2
2026-03-01,INDIA,3004,Medicaments Packaged,True,977.841184,16.951527,2026,3,1075.6,18.6
2026-03-01,INDONESIA,3004,Medicaments Packaged,True,0.0022,2.540965,2026,3,0.0,2.8
2026-03-01,IRAN,3004,Medicaments Packaged,True,0.0,0.0,2026,3,0.0,0.0
